fyear,gvkey,p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf
1994,13185,2620.5,0,9.559,3.285,11.302,-3.422,1.011,11.32,9.763,3.436,3.509,0.345,0.314,-0.182,2.305,0.0,0.0,7.224,7.651,-0.182,1.509,5.87,-4.232,5.955,16.6,0.163,0.0,-0.07,0.308,0.109,0.034146342,0.00063234,0.057000903,-0.009936766,0.849318705,0.139584671,-0.23250488,0.01178945,1,-3.215661585,1.037998294,-0.374447001,0.004954875,0.018066847
2001,24531,2620.5,0,95.781,6.085,202.891,-50.13,40.912,304.92,29.969,0.0,0.0,175.091,12.401,-10.226,0.0,0.0,4.419,71.474,253.021,-6.338,149.269,0.0,-825.413,49.869,328.877,0.299,1.237,0.607,17.159,10.75,-0.023740039,-0.052779623,-0.044247597,0.0,0.675076765,-0.005061458,-0.051781043,0.170804052,1,-0.15560265,0.970532894,-4.068258326,0.05632581,0.10855193
2012,66065,2620.5,0,1343.0,286.0,11026.0,1543.0,106.0,1794.0,92.984,630.0,6013.0,6734.0,882.0,75.0,68.0,0.0,0.0,1351.0,9452.0,75.0,7581.0,31.0,-340.0,793.0,4117.0,21.0,29.0,13.0,444.0,45.52,0.040740985,0.187223944,0.043377942,0.003164348,0.501179031,0.500792393,0.108427336,-0.01588987,1,0.364548611,0.979198502,-0.030836205,0.048249592,-0.190651988
1999,1992,2620.5,0,30.466,4.821,52.905,36.596,0.967,63.335,2.523,8.693,0.0,0.591,3.002,2.816,18.478,0.0,0.0,15.619,16.309,2.816,44.812,0.0,31.916,9.285,86.027,0.0,0.211,1.347,1.356,7.75,0.088016003,0.058596513,0.047341941,0.0770039,0.570324166,0.270711856,-0.070727786,-0.017309776,0,1.871607022,0.864131433,0.603270012,0.104319063,-0.067547635
2000,12518,2620.5,0,13.718,3.16,24.839,11.627,0.421,26.28,1.928,4.13,5.0,4.642,0.495,0.228,9.04,0.101,0.0,8.182,13.212,0.228,13.199,0.0,6.319,2.57,34.528,0.017,0.0,-0.094,0.172,3.0,0.157869875,0.077766452,0.00338115,0.169057504,0.626192681,0.192181284,0.334895934,-0.041634521,1,2.010200553,3.403578667,0.254398325,0.012319337,-0.106009
2001,6003,2620.5,0,887.375,18.342,1225.819,1054.709,674.4,158.986,104.396,5.248,0.0,9.731,86.452,-46.192,78.247,0.0,418.228,125.137,171.11,-46.192,1048.737,0.0,405.992,40.067,379.817,22.783,21.863,-2.765,1.238,33.24,0.039325426,0.035856125,-0.040274903,0.001953105,0.269142508,-0.560786091,0.041368965,-0.349698196,1,0.303939943,0.862170694,0.33120061,-0.038928259,-0.378109353
2011,24539,2620.5,0,237.157,37.797,1995.368,1107.878,63.651,1096.121,86.796,32.571,200.0,586.282,56.988,95.405,48.661,6.202,0.0,156.994,870.452,95.405,600.763,0.0,746.076,58.279,1485.361,3.999,0.0,76.027,17.485,19.75,0.007117888,0.075815503,0.004814198,0.00420066,0.782347417,0.068679557,-0.054220619,-0.014243603,1,0.646286564,0.915137235,0.373903962,0.094677774,-0.0837043
2004,66072,2620.5,0,4.654,0.107,6.071,5.935,4.574,0.27,31.817,0.0,0.0,0.0,0.018,-1.894,0.0,0.0,0.101,0.136,0.136,-1.894,1.495,0.0,-8.422,0.08,0.317,0.029,0.0,0.0,0.013,0.335,0.003917728,-0.013561365,0.005273864,0.0,0.013177401,-0.017421603,-0.857736597,-0.001457262,1,0.556822388,2.175405743,-1.387250865,-0.309833635,-0.079560009
2007,121673,2620.5,0,72.522,0.0,104.953,92.442,66.305,22.259,19.813,0.0,0.0,0.0,3.047,10.666,0.0,24.518,22.638,12.511,12.511,10.666,19.22,0.0,-466.649,3.728,85.811,1.41,0.0,0.387,0.0,12.18,-0.003620261,-0.441671854,0.006110294,0.0,0.33212962,0.009607515,-0.002997348,-0.043001279,1,0.383064411,0.821615372,-4.446266424,0.105313807,0.390493724
1993,14581,2620.5,0,5.301,0.367,7.329,2.04,4.842,5.7,10.322,0.013,1.5,1.514,0.287,-5.916,0.0,0.0,0.0,0.608,2.122,-2.708,1.512,3.167,-9.867,0.254,0.138,3.195,0.0,0.0,0.076,3.0,-0.459120447,-0.948768324,0.022215506,-0.008765301,0.19238641,-1.010727056,-17.35969922,0.330418681,1,0.065878706,0.564933272,-1.346295538,-0.359121299,0.667523047
2005,4340,2620.5,0,584.457,29.778,801.781,477.591,466.992,124.75,83.201,0.0,0.0,233.382,41.094,71.589,36.266,54.936,346.675,76.644,324.19,71.589,119.303,0.0,-471.867,47.73,375.653,6.982,25.361,40.221,4.202,18.26,-0.020604453,0.193499748,-0.021513871,0.004993346,0.335269856,0.104568323,-0.029091027,0.572938495,1,0.314359663,0.854941184,-0.588523549,0.144692878,0.487054602
2013,176867,2620.5,0,25.953,0.927,209.526,161.053,5.585,94.597,18.754,21.377,25.606,18.94,7.795,13.015,11.429,3.277,2.454,28.373,48.473,13.015,217.101,0.0,114.124,3.827,125.718,0.0,1.218,5.094,1.445,2.6595,-0.027434931,0.151762216,-0.020372101,-0.019738326,0.121249869,-0.148486144,-0.149757956,-0.025436677,1,3.229051062,1.532299757,0.544677033,0.093324933,-0.16066729
2005,106647,2620.5,0,27.87,7.059,65.024,46.239,26.317,0.161,48.845,0.0,10.0,10.0,0.046,-3.414,0.0,0.0,0.0,7.059,18.785,-3.414,36.499,0.0,-5.071,1.481,0.0,36.289,0.0,-1.44,0.021,2.08,-0.138007313,0.415739548,0.032426384,0.0,0.034956324,0.067917957,-0.0232045695,-0.001893223,1,0.455119019,2.337637371,-0.07798659,-0.074326403,-0.473669829
1993,7582,2620.5,0,7.1,5.453,22.956,7.646,1.322,27.78,5.619,1.99,1.25,5.832,1.656,0.538,1.098,0.883,0.0,9.358,15.296,0.538,10.491,0.014,0.682,3.81,38.659,0.0,0.0,0.497,0.356,2.75,-0.052394943,0.06917735,0.023682336,-0.010149573,0.824708137,0.032832182,-0.289242903,0.009548734,1,0.494814671,1.150042193,0.029709009,0.06059418,-0.059962607
2011,64686,2620.5,0,105.319,23.273,274.446,183.865,12.023,441.761,48.275,0.0,0.0,0.0,5.941,57.231,79.695,72.746,0.0,89.888,90.581,57.231,151.096,0.0,180.044,5.958,748.731,0.0,0.0,21.562,0.0,18.8,0.105684077,-0.06750082,0.002585425,0.01299144,0.618478681,-0.09418819,0.192014518,-0.043113402,0,0.202590434,0.670558025,0.656027051,0.287098373,0.009968679
2005,27309,2620.5,0,58.919,14.583,141.856,89.829,46.326,26.007,193.837,0.0,28.655,32.263,6.903,-10.988,7.406,0.0,0.0,14.583,50.875,-10.988,79.02,0.0,-97.229,3.857,24.961,27.338,0.0,0.059,3.733,1.9,0.013756841,-0.160592933,0.02504175,0.021776154,0.165047654,9.6,-0.982140092,-0.045226352,1,0.243908134,0.151757023,-0.685406328,-0.050727498,0.101514575
2012,11905,2620.5,0,0.014,0.001,0.014,0.006,0.014,0.0,7.95,0.0,0.0,0.0,0.0,-0.043,0.0,0.0,0.0,0.008,0.008,-0.043,0.0,0.0,-0.043,0.0,0.0,0.049,0.0,0.0,0.0,0.05,0.0035726965,0.026280209,0.005001114,0.0,0.004514673,0.067917957,-0.0232045695,-0.001893223,1,0.01509434,0.974302122,-3.071428571,-3.071428571,-0.0261545384999999
2003,62631,2620.5,0,711.842,97.997,990.714,189.982,57.742,796.36,181.474,5.282,376.322,420.22,41.895,71.039,275.046,0.0,0.0,289.619,786.524,71.039,363.389,14.208,120.765,210.383,1392.719,1.639,81.603,28.415,26.776,9.6,0.063945983,0.035818329,0.03057266,0.033913708,0.744621556,-0.008596051,-0.110419949,-0.0055125,1,0.109050286,0.793286832,0.121896935,0.127413159,-0.033042084
1991,5256,2620.5,0,854.29,152.626,1216.554,860.437,140.967,1310.851,52.913,19.417,0.0,11.327,37.847,127.737,443.334,0.0,0.0,280.244,356.117,127.737,552.989,0.0,760.042,227.103,2077.235,4.169,6.326,81.657,3.198,54.25,0.00915262,0.037985011,0.005577995,0.022432199,0.628000894,0.070062588,0.015433324,-0.006430317,1,0.299748452,0.88621852,0.624749908,0.174749333,-0.037176265
1993,15822,2620.5,0,42.681,1.715,52.393,47.06,23.978,23.019,6.855,0.0,0.0,0.0,2.636,1.374,0.156,0.159,23.095,4.488,5.333,1.374,18.317,0.0,24.168,16.943,38.713,0.0,0.0,0.869,0.009,7.5,0.011298558,0.0005824,0.019723943,-0.00081536,0.417288569,-0.305226879,-0.318017983,-0.011527667,0,0.9153416,0.827579398,0.461282996,0.042982841,-0.011434451
2008,176070,2620.5,0,115.965,83.677,864.254,-135.167,0.191,796.462,51.549,2.598,260.052,797.67,138.686,-391.132,12.361,0.0,0.0,112.884,999.421,-391.132,1709.191,0.0,-455.018,41.852,676.277,2.961,0.0,11.2,57.393,2.71,0.063517642,-0.348610792,-0.019223013,0.001863139,0.186668503,2.060229798,-1.33612929,-0.299326459,1,-0.967567203,0.505170935,-0.526486426,-0.373199314,0.05020803
1999,31602,2620.5,0,69.839,13.946,158.92,95.991,6.874,79.026,11.04,10.046,5.422,30.638,7.485,-0.194,25.99,8.108,1.587,30.293,62.929,-0.194,109.29,0.0,11.603,24.883,108.246,0.0,0.0,-0.841,2.181,2.7,0.005056062,0.001030612,-0.009402821,0.008954201,0.50663856,0.067917957,-0.0232045695,-0.001893223,1,3.220309984,0.911174627,0.073011578,0.007211175,-0.013907202
2005,21822,2620.5,0,3.546,0.036,3.546,3.447,3.54,0.129,4.069,0.0,0.0,0.0,0.0,0.396,0.0,0.0,2.884,0.099,0.099,0.396,0.0,0.0,2.304,0.006,0.207,0.0,0.0,0.0,0.0,0.18,0.002645503,0.149617872,0.0,0.0,0.004514673,-0.4375,-0.458937198,0.046770215,0,4.706316048,0.974302122,0.649746193,0.111675127,-0.099941211
2014,22797,2620.5,0,29.084,0.62,36.587,20.574,2.436,119.265,9.732,7.161,0.0,0.0,0.643,1.258,0.0,0.0,0.0,15.428,16.013,1.258,4.33,0.0,5.213,21.712,139.185,0.281,0.0,0.98,0.155,1.93,-0.044097204,0.073418113,-0.093085517,0.0,0.922923443,-0.106622707,0.102412295,0.00443726,1,1.095366176,0.935621855,0.142482303,0.065405745,-0.069608196
1995,4127,2620.5,0,37.437,3.55,53.946,33.206,0.777,86.654,5.692,1.217,0.0,1.5,4.002,0.559,2.612,0.0,0.0,18.264,20.74,0.559,42.252,0.0,23.425,32.764,103.941,0.164,0.0,0.288,0.171,8.5,-0.052389203,-0.001445475,-0.023238791,0.004799718,0.679568457,-0.012883793,-0.124064804,0.006411092,1,0.686329707,1.054120152,0.434230527,0.018870723,0.007653605
2010,139985,2620.5,0,21.67,0.189,21.673,21.449,21.64,0.0,10.091,0.0,0.0,0.0,0.0,-0.929,0.0,0.0,0.0,0.224,0.224,-0.929,0.0,0.0,-517.653,0.002,0.0,0.0,0.0,0.001,0.0,1.9,0.000361419,0.000361419,0.0,0.0,0.004514673,-1.0,-0.0232045695,-0.015944752,0,1.118714436,0.974302122,-23.88469524,-0.042818253,-0.015360289
1990,10443,2620.5,0,7945.0,2090.0,19034.0,3367.0,147.0,11380.0,121.985,3816.0,998.0,5976.0,488.0,561.0,2483.0,2982.0,0.0,7234.0,15466.0,561.0,12578.0,201.0,1657.0,4913.0,14511.0,0.0,199.0,296.0,972.0,47.5,0.025099547,0.013016614,0.008567898,0.01587258,0.645739204,0.039765319,0.078490894,-0.002793263,1,0.581089565,1.132910804,0.087054744,0.096091205,-0.01427983
2001,132539,2620.5,0,0.139,0.367,0.612,-1.312,0.088,3.912,36.704,1.469,0.0,0.0,0.106,-3.794,0.0,0.0,0.0,1.924,1.924,-3.794,0.488,0.0,-22.015,0.019,0.047,2.128,0.0,0.0,0.129,0.39,0.172893773,-1.948717949,-0.065934066,0.0,0.596405229,0.277777778,-0.480607594,1.469050248,1,-0.09165493,0.493562232,-35.97222222,-5.988562092,3.922344322
2014,106837,2620.5,0,2.648,6.498,18.21,0.821,0.021,16.538,13.646,4.596,0.0,0.0,2.261,-9.695,0.969,0.0,0.0,16.297,17.389,-9.695,48.77,0.0,-51.634,1.462,10.712,0.0,0.0,0.0,0.854,0.04,-0.229033409,-0.461158007,-0.041564618,0.002615622,0.144261395,-0.047673845,16.57380952,-0.411917914,0,1.504103767,0.659788757,-2.835475014,-0.485502471,0.054832957
1999,30061,2620.5,0,10.171,1.961,36.204,14.687,0.133,8.499,3.21,16.292,0.0,0.0,5.548,1.892,5.214,3.776,0.0,19.611,20.182,2.07,36.119,1.335,4.279,4.556,22.334,0.0,0.0,1.107,1.102,5.125,0.080304103,0.052940995,0.026193481,0.064144788,0.393713402,-0.10128012,0.467629484,0.002950016,0,0.892758909,1.021781549,0.11819136,0.11819136,-0.04463049
1996,1789,2620.5,0,1185.144,379.406,4120.349,1736.945,193.447,2089.305,42.824,55.728,53.303,758.583,118.569,138.336,383.281,442.707,1.039,672.557,1887.698,138.336,4461.288,0.0,1122.502,540.56,2696.694,1.146,57.695,100.572,76.442,24.875,-0.003328491,0.014601983,0.006201439,0.005308348,0.401134467,-0.129309718,-0.305680397,-0.01165664,1,1.630556106,1.075712542,0.272428865,0.076534779,-0.021898476
2006,61376,2620.5,0,187.754,58.114,224.362,74.473,3.135,319.078,15.298,53.545,0.0,1.657,5.184,-18.055,118.912,0.0,0.0,140.014,149.889,-18.055,47.697,0.0,-31.437,58.209,416.095,0.0,0.0,1.72,11.228,4.5108,-0.024872029,-0.051369592,-0.000393932,-0.009680757,0.879609738,0.491509995,-0.066281555,-0.027698376,0,1.079221579,1.024484036,-0.14011731,-0.022762322,0.095182035
2000,130767,2620.5,0,0.399,0.338,0.727,-0.279,0.292,0.866,12.779,0.461,0.183,0.193,0.049,-1.146,0.101,0.0,0.0,0.813,1.006,-1.146,0.163,0.0,-1.507,0.005,1.55,0.782,0.0,0.0,0.055,0.75,-0.523751523,-0.981729598,-0.004872107,0.165651644,0.440165062,0.067917957,-0.0232045695,-0.001893223,1,-0.029110259,1.928744379,-2.072902338,-1.500687758,-0.494667917
2001,26014,2620.5,0,158.234,10.976,237.371,-20.603,5.242,194.665,3.784,16.995,10.0,157.634,9.985,-11.739,74.949,0.0,0.0,47.982,227.243,-11.468,124.076,30.731,-20.641,57.53,276.484,0.0,0.129,-3.914,23.067,0.34,-0.193633336,-0.064439207,-0.171254743,-0.066114352,0.690623539,-0.004993677,0.624436806,-0.049350145,1,-7.034304207,0.839325561,-0.086956705,0.03237548,0.027222027
1993,24846,2620.5,0,40.675,10.737,50.227,26.362,11.21,54.293,6.086,0.0,0.0,0.74,1.268,1.209,12.423,0.308,0.0,20.179,23.865,1.209,12.629,0.0,7.344,15.167,75.75,0.0,0.7,0.508,0.12,6.125,-0.026841736,-0.047990378,0.079863687,-0.108309111,0.617397018,-0.121462149,-0.609438473,0.023260195,0,0.707196845,1.051686166,0.146216179,0.036573954,0.043339681
1995,13553,2620.5,0,96.229,24.071,276.225,71.436,4.479,298.451,18.292,24.0,47.006,122.588,13.4,21.369,41.397,0.0,0.0,65.44,204.789,20.004,223.158,0.0,70.14,44.306,394.374,1.465,0.0,13.042,9.393,17.25,0.001909916,0.011804659,0.013442278,-0.020111642,0.429602679,0.100515529,-0.193577557,-0.019966457,1,0.226395003,1.119626094,0.253923432,0.153639243,-0.016176755
2005,4341,2620.5,0,32.152,3.747,39.301,15.985,0.961,48.999,13.347,16.026,0.0,0.0,0.867,4.95,2.514,0.0,0.0,21.58,21.58,4.95,10.141,0.0,11.514,26.827,64.183,0.0,0.0,0.0,0.689,5.0,0.499636046,0.194302907,0.382809391,0.020672587,0.794458156,0.469154273,-1.446752955,-0.266371931,0,0.239529482,0.863809056,0.292969645,0.143482354,-0.189676647
2009,162031,2620.5,0,1.216,0.117,52.383,51.59,0.0,0.0,5.357,0.0,0.0,0.0,0.0,7.256,0.0,51.167,0.0,0.117,0.793,7.256,0.0,0.0,0.423,1.192,4.593,0.0,0.0,-0.121,0.0,7.6,-0.004893234,-0.002589416,-0.004398199,0.0,0.993598596,0.023334748,0.007780274,-0.004519278,0,1.267156598,0.974302122,0.008075139,0.136208312,-0.001961102
2003,125584,2620.5,0,19.043,1.108,20.184,18.05,17.932,7.209,6.386,0.0,0.0,0.3,1.076,-3.345,0.0,0.0,0.0,1.834,2.134,-3.345,5.278,0.0,-24.009,0.553,9.915,0.0,0.0,0.0,0.005,3.2,-0.003129242,-0.025540139,-0.000184073,0.0,0.060047562,-0.105348606,0.21502531,-0.040278642,0,0.883279831,0.792960787,-1.18950654,-0.165477606,0.004463772
1998,10777,2620.5,0,93.58,9.917,160.954,81.995,5.087,146.908,2.833,0.276,0.112,19.949,5.607,9.363,53.28,0.0,0.0,29.553,78.959,9.363,112.669,0.0,87.495,28.32,202.643,1.904,0.0,6.682,1.505,30.25,-0.001945519,0.0756563,-0.025698369,0.034005924,0.746418231,0.074416284,0.425389729,0.010484263,1,0.956787332,1.018297345,0.54360252,0.109037365,-0.065434505
1994,29012,2620.5,0,121.921,44.507,267.631,185.118,15.222,190.202,45.371,13.957,1.292,9.035,25.823,36.493,21.32,11.488,0.0,58.464,82.513,34.31,114.128,0.0,146.526,81.382,288.544,28.418,0.0,10.072,3.531,9.625,0.0035726965,0.026280209,0.005001114,0.0,0.716796634,0.067917957,-0.0232045695,-0.001893223,1,0.423905996,0.974302122,0.54749263,0.179026346,-0.0261545384999999
2001,108611,2620.5,0,67.88,2.761,82.023,72.426,57.663,0.091,173.481,0.393,0.0,0.317,0.543,-9.191,1.152,0.0,0.0,9.18,9.597,-9.191,8.725,0.0,-24.477,7.766,0.219,2.256,0.0,0.146,0.24,6.7,0.026487385,0.170869832,-0.011457223,0.013720084,0.206393329,-1.144890198,-1.024300324,0.039485644,1,0.062311439,3.068524779,-0.298416298,-0.107347939,-0.20120408
2007,13839,2620.5,0,165.035,26.185,373.462,102.057,38.488,141.474,29.015,0.0,151.5,101.6,19.799,-13.511,61.44,0.0,0.0,95.887,271.405,209.248,415.37,0.0,20.51,45.003,252.245,21.898,3.444,6.288,4.996,8.38,-0.104641788,-0.297777796,-0.059211829,-0.067686699,0.453371427,-0.383820282,-0.011136598,0.476498238,1,0.419735986,1.140237775,0.054918573,0.550619489,0.272741004
2004,11537,2620.5,0,270.069,46.659,394.556,201.875,75.545,942.357,33.581,0.0,0.0,0.0,9.628,70.641,130.733,0.0,0.0,105.278,192.681,70.641,166.889,0.0,392.43,46.112,1114.154,4.953,4.334,41.593,0.08,31.4,0.072718512,0.050307117,0.039447267,0.042618177,0.646336642,0.247616712,-0.048141939,0.043377816,1,0.191451718,0.931771171,0.78457252,0.284659212,0.006450627
1998,105604,2620.5,0,22.348,2.439,102.298,97.288,14.084,29.761,61.795,2.3,0.0,0.0,8.489,-37.08,4.48,0.0,4.613,4.739,5.01,-37.08,131.075,0.0,-35.223,3.041,40.661,32.314,0.0,-0.362,0.088,1.26,0.0035726965,0.026280209,0.005001114,0.0,0.080783593,0.067917957,-0.0232045695,-0.001893223,1,1.249497507,0.974302122,-0.344317582,-0.365148879,-0.0261545384999999
2003,130399,2620.5,0,50.348,7.762,383.468,-644.995,16.238,157.738,44.126,13.182,3.5,651.793,64.691,-123.051,0.0,3.943,0.0,63.571,732.473,-123.051,479.556,295.99,-1119.182,30.859,322.891,0.026,0.0,0.0,94.081,0.72,0.026683408,-0.30176371,-0.029161524,0.0,0.187256825,0.18376506,0.329263392,0.488859673,1,-7.034304207,0.969916499,-2.918579908,-0.075547373,1.142925923
2004,148476,2620.5,0,48.618,20.428,418.587,86.269,26.072,64.53,23.698,0.179,0.0,286.534,74.087,-75.67,0.0,1.243,19.99,45.417,331.964,-75.564,712.244,0.354,-473.419,18.924,211.458,7.274,0.0,0.0,31.062,3.9,-0.017012373,-0.042355256,-0.00081605,0.0,0.157711539,0.256416492,-0.058706747,0.016492344,1,0.933422922,1.016499331,-1.130993079,-0.106314816,0.069824402
1991,3617,2620.5,0,149.432,43.932,160.264,94.019,88.486,181.543,5.16,0.809,0.0,1.881,2.18,10.349,55.761,0.0,0.0,62.622,66.245,10.349,25.637,0.0,56.671,4.13,232.484,0.229,1.954,6.343,0.47,19.375,-0.037740294,-0.027731409,0.010251198,0.0373499,0.381021315,0.049021656,0.146077822,-0.014905186,1,0.940425106,0.797544457,0.353610293,0.107085808,0.025712132
2006,160225,2620.5,0,3577.229,278.656,5082.47,2364.359,2483.921,2557.055,134.971,0.0,0.0,229.668,99.782,50.19,0.0,193.477,1298.841,1811.59,2713.491,50.19,473.451,0.0,-925.534,763.214,3326.074,2449.91,83.509,243.982,61.151,98.49,-0.018828616,0.13214211,0.046381572,0.0,0.461550781,0.078497366,-0.214578178,-0.065157139,1,0.177861036,1.140465047,-0.18210319,0.06991148,-0.181448419
2013,28641,2620.5,0,72.573,6.669,114.624,73.125,17.601,86.867,6.169,0.871,0.0,5.612,4.868,4.011,27.921,1.148,0.0,30.235,41.499,4.011,45.515,0.0,43.039,17.811,136.835,0.095,0.43,1.402,0.277,13.8,0.052652267,0.201782276,0.060284905,0.047318377,0.695875209,0.152677273,0.070540127,0.034946705,1,0.858958185,0.754126689,0.37547983,0.049640564,-0.166335786
1991,12862,2620.5,0,0.086,0.02,4.046,2.037,0.055,0.481,25.98,1.354,0.77,0.0,0.001,-1.414,0.0,0.0,0.004,1.915,2.009,-1.414,3.962,0.0,-3.703,0.031,0.0,1.0,0.0,0.0,0.161,0.062,0.04838488,0.078900344,-0.003573883,0.0,0.007661888,-1.684210526,-1.075596817,-0.25144241,1,1.264620632,1.481301421,-0.915224913,-0.309688581,-0.372783505
1995,2169,2620.5,0,1843.885,1140.466,2405.53,519.349,64.4,7912.17,39.828,1.325,218.65,539.323,32.226,63.942,1158.465,8.305,0.0,1328.41,1886.181,63.942,238.734,0.0,377.91,608.631,8447.607,1.892,0.0,45.548,30.542,21.375,0.091851837,-0.000744446,0.038013565,0.115282802,0.909600379,0.12449368,-0.066290936,-0.000731809,1,0.610049268,1.023015834,0.157100514,0.058212535,0.004299426
2010,107320,2620.5,0,18.247,14.637,38.113,19.054,2.742,60.023,2.535,0.784,0.0,0.0,1.156,1.999,7.94,5.696,0.0,15.951,19.059,1.999,29.213,0.0,18.515,7.335,63.27,0.0,0.08,0.557,0.113,6.2,-0.07404441,-0.042311091,0.027977243,0.003010384,0.557316401,-0.065673165,-1.961780694,0.013118688,0,1.212317872,0.966149523,0.485792249,0.070028599,0.055540212
1992,24643,2620.5,0,7.455,3.384,36.827,22.326,0.605,24.33,9.181,0.0,1.269,3.439,0.81,6.443,0.154,4.13,0.0,6.967,14.501,6.443,12.076,0.0,9.311,5.017,35.558,1.809,0.517,3.879,0.202,15.0,0.077143808,0.239263123,0.068709672,0.001902437,0.722513373,0.036440389,-0.195484074,0.101312469,1,0.162117416,1.365558299,0.252830804,0.285768594,-0.149182745
1996,31589,2620.5,0,23.008,4.141,90.26,21.772,4.099,134.935,4.217,20.097,0.0,34.894,13.447,-5.861,0.69,0.0,0.0,32.164,68.488,-5.861,81.399,0.0,-27.991,14.607,147.419,0.028,0.0,0.0,5.08,2.75,-0.037038897,-0.057064808,-0.016350142,0.000472025,0.310702415,-0.039069803,2.343362232,-0.063737287,1,1.877422554,0.58662828,-0.310115223,-0.008652781,-0.005654257
2001,9325,2620.5,0,70.23,8.149,107.758,33.204,6.577,95.049,5.711,37.196,24.8,1.009,3.001,-6.703,20.497,0.006,0.0,66.754,74.554,-10.65,37.77,0.0,8.892,36.041,138.467,0.571,2.019,-4.172,3.407,5.85,0.047125507,-0.128720524,0.122121326,-0.050985586,0.764230962,-0.260065018,-0.306594216,-0.111309112,1,0.993853517,1.015101647,0.082518235,-0.10593181,0.052757425
2008,7279,2620.5,0,5.347,0.0,5.347,3.792,2.594,0.0,13.12,0.0,0.0,0.0,0.0,34.67,0.0,0.0,0.34,1.555,1.555,34.67,0.0,0.0,3.792,2.722,35.423,0.0,0.0,0.0,0.0,8.509,0.609004476,0.988435964,0.25469789,0.0,0.51486815,0.842721848,0.0,1.621628498,0,0.033966905,0.974302122,0.709182719,0.550619489,1.00129446
2002,20309,2620.5,0,470.706,257.464,829.693,460.17,164.216,644.089,55.197,13.546,22.057,58.33,75.043,54.471,63.063,0.0,0.0,284.612,369.523,54.471,675.033,0.0,219.58,223.385,878.679,1.943,13.602,21.823,5.193,9.89,-0.009368229,-0.009416789,-0.027401847,0.031059175,0.426461354,0.09750364,0.446425339,0.038065206,1,0.842959164,0.900499978,0.264652106,0.098213436,0.048722203
1993,28477,2620.5,0,37.261,2.604,39.765,32.658,14.193,17.608,4.608,0.337,0.523,1.167,1.23,3.643,14.487,0.0,0.0,5.94,7.107,3.643,6.466,0.0,-1.348,8.201,38.428,10.061,0.0,0.405,0.167,9.75,0.046374869,0.036167522,0.011426134,0.046892853,0.582119955,0.067917957,-0.0232045695,-0.001893223,1,0.726896368,1.186926437,-0.033899158,0.105997737,-0.000578924
2008,160453,2620.5,0,75.165,11.789,228.464,125.536,4.391,128.264,12.685,0.018,18.162,52.791,8.525,21.212,43.332,0.0,0.0,37.712,102.928,21.212,42.284,0.0,-24.27,26.255,199.341,0.0,0.0,2.092,2.733,19.67,0.08414039,-0.024902823,0.074380561,0.065458719,0.853963863,0.389991038,-0.113914971,0.031677764,1,0.50312217,0.946060915,-0.106231179,0.113965439,0.065190016
1997,31454,2620.5,0,157.294,4.031,485.305,147.276,104.313,91.618,24.501,35.012,48.47,204.69,21.618,22.545,13.916,22.661,20.773,66.58,334.725,22.545,328.837,0.0,69.977,33.039,171.991,0.698,2.057,14.415,13.926,13.875,0.005913639,-0.005406389,0.008728129,0.005601156,0.242991521,0.14702507,0.008988435,0.004935307,1,0.433226664,0.949798962,0.144191797,0.104853649,0.015604901
1999,26050,2620.5,0,26.215,3.994,154.683,-6.946,17.308,17.467,11.982,5.048,41.391,139.661,11.782,-17.773,0.885,0.0,0.111,16.948,161.629,3.172,142.329,0.0,-151.009,6.94,45.438,52.511,0.0,0.0,32.45,7.25,-0.020726451,0.442399397,0.001428787,-0.001362472,0.14125017,0.025384511,-0.103520128,0.297553429,1,-0.079959019,0.843701911,-0.976248198,0.230290336,-0.244425019
2003,144338,2620.5,0,7.064,14.333,57.876,33.43,1.821,4.576,42.515,0.0,0.0,0.0,5.043,6.398,0.0,0.0,0.0,14.333,24.446,6.398,56.728,0.0,7.608,5.209,19.736,1.276,0.0,2.526,0.0,2.2,-0.087524213,0.2628801,0.071761655,0.0,0.090590227,1.079810402,-0.553119921,0.115029822,1,0.357413961,0.665612341,0.131453452,0.15419172,-0.143543808
2008,25737,2620.5,0,190.219,37.875,1142.63,452.566,81.361,1347.379,59.747,0.0,117.862,329.887,73.29,52.293,23.132,0.0,0.996,185.833,690.064,52.293,1222.912,0.0,587.027,58.071,1606.406,2.669,0.0,20.962,14.788,10.1,-0.009413634,-0.144550978,-0.012516261,-0.000809305,0.175717424,0.081517155,0.026910433,-0.021983595,1,0.749970958,0.882850254,0.513750733,0.077052939,0.125610966
2013,17196,2620.5,0,2.551,0.533,4.108,-0.482,0.14,3.542,2.369,0.8,0.0,2.041,0.207,0.833,0.786,0.0,0.0,2.185,4.59,0.833,6.038,0.0,-20.771,1.427,8.132,0.0,0.0,0.431,0.115,3.67,-0.059253656,0.161875946,-0.00630358,0.053202219,0.732229796,-0.112790951,-0.090830976,-0.067938215,0,-0.055439067,0.826086957,-5.056231743,0.335686465,-0.240292486
